Date,Année,Jour Calendrier Saison,Temp max.(°C),Temp min.(°C),Temp moy.(°C),Diff Temp (°C),Précip. tot. (mm),Précip. Tot. Hiver (mm),Nombre épisodes gel/dégel,Production moyenne par entaille (L),Débit sève (L/j),Sucre sève (%),Alimentation osmoseur (L/j),Osmoseur (heures opération/j),Pression osmoseur (bar),Sucre sortie osmoseur (%),Température Bouilloire (0C),Temps bouilloire (h),Sucre du sirop obtenu (%),Quantité de sirop obtenue (L),Transmittance produit (%),Pixel1_R,Pixel1_G,Pixel1_B,Pixel2_R,Pixel2_G,Pixel2_B,Pixel3_R,Pixel3_G,Pixel3_B,Pixel4_R,Pixel4_G,Pixel4_B,Pixel5_R,Pixel5_G,Pixel5_B,Pixel6_R,Pixel6_G,Pixel6_B,Pixel7_R,Pixel7_G,Pixel7_B,Pixel8_R,Pixel8_G,Pixel8_B,Pixel9_R,Pixel9_G,Pixel9_B,Classe Sirop
2008-03-17,2008,46,0.2,-10.7,-5.3,10.9,0,620.3,14,18.2565933,848.2,2.22,330,0.74,43.31,11.31,103.661563,1.6,65,21.75,43.23,212.83,45.18,9.1,178.77,98.71,32.54,222.23,114.46,31.75,192.45,65.97,69.73,216.74,72.17,5.03,208.87,88.15,60.37,189.72,107.65,55.82,213.35,68.06,0.32,201.32,51.08355546,30.96645367,Foncé
2008-03-18,2008,47,2,-12.6,-5.3,14.6,0,620.3,14,18.2565933,1136.1,2.1,438,0.99,39.14,7.14,104.0373301,1.51,67,26.73,42.67,169.29,73.73,47.31,161.37,63.59,49.46,205.33,54.5,19.2,226.56,76.69,32.56,189.61,56.56,29.34,207.98,86.97,2.68,202.38,109.68,58.6,199.88,108.81,55.08,227.83,73.19794214,5.294750631,Foncé
2008-03-19,2008,48,-0.3,-3.9,-2.1,3.6,12.2,620.3,14,18.2565933,280.1,1.55,128,0.29,38.3,6.3,103.608296,1.63,65,5.03,50.37,206.26,136.63,3.51,233.81,106.83,28.26,216.46,77.04,22.36,238.1,93.98,55.34,228.19,117.4,32.72,215.9,107.87,12.38,246.21,116.03,4.02,203.23,97.56,25.29,205.15,115.0722254,44.63551298,Ambré
2008-03-20,2008,49,-0.6,-5.5,-3.1,4.9,15.7,620.3,14,18.2565933,381.3,1.34,215,0.48,40.39,8.39,104.2373099,1.58,68,5.66,61.92,255,124.94,20.99,255,154.31,26.29,247.18,124.17,65.75,238.5,165.96,71.11,255,127.13,24.23,255,173.91,45.71,255,189,31.1,250.87,152.11,28.1,243.24,159.6976244,19.44794934,Ambré
2008-03-21,2008,50,-5.5,-11.4,-8.5,5.9,0,620.3,14,18.2565933,459.1,2.21,191,0.43,43.31,11.31,104.2119973,1.64,68,11.23,45.5,184.7,113.05,35.93,222.74,101.53,50.04,183.97,93.59,2.41,194.44,81.85,42.32,226.04,85.94,65.09,184.5,116.1,4.83,186.45,83.15,72.31,197.76,63.49,57.85,194.6,102.9794202,34.07380243,Foncé
2008-03-22,2008,51,-3.5,-12.1,-7.8,8.6,0,620.3,14,18.2565933,669.2,2.13,365,0.82,39.17,7.17,104.0547875,1.54,67,16.02,59.41,255,163.96,44.38,254.64,162.29,58.11,255,169.01,59.68,255,171.61,49.31,255,174.8,69.42,255,157.44,25.75,247.41,143.78,35.33,255,176.65,52.83,237.65,156.7372039,53.58223953,Ambré
2008-03-23,2008,52,-7.2,-18,-12.6,10.8,0,620.3,14,18.2565933,840.4,2.24,311,0.7,38.78,6.78,104.2084938,1.65,68,20.82,40.15,218.71,66.9,7.87,155.11,71.1,0.34,219.06,77.72,26.1,215.06,59.5,35.6,203.91,33.52,62.22,216.09,108.42,49.33,189.02,72.95,30.47,174.8,43.07,39.23,182.27,81.82141649,3.385379914,Foncé
2008-03-24,2008,53,-6.9,-23.8,-15.4,16.9,0,620.3,14,18.2565933,1315.1,2.14,463,1.04,39.97,7.97,104.0391981,1.65,67,31.53,38.04,155.49,86.61,27.09,141.36,72.87,29.69,150.34,56.23,30,144.95,59.73,5.76,133.34,62.95,45.72,154.29,43.11,64.83,183.42,53.96,28.96,157.53,39.42,9.54,143.35,99.00325023,52.27672016,Foncé
2008-03-25,2008,54,1.1,-20.2,-9.6,21.3,0,620.3,14,18.2565933,1657.5,2.08,556,1.25,41.86,9.86,104.0481279,1.69,67,38.77,36.1,154.5,28.9,76.07,147.94,34.07,35.09,185,90.39,29.42,190.24,37.4,17.04,153.08,76.07,22.58,149.3,57.39,6.84,146.8,85.17,30.1,145.91,55.32,17.15,167.94,55.81011394,49.73885851,Foncé
2008-03-26,2008,55,3.5,-8.1,-2.3,11.6,6.6,620.3,14,18.2565933,902.7,2,537,1.21,40.92,8.92,103.8255496,1.57,66,20.53,63.76,255,156.87,23.29,255,184.92,44.15,245.56,166.2,44.74,255,133.98,31.2,255,189.76,69.77,255,159.54,46.5,255,169.29,44.52,250.23,144.44,48.99,244.22,134.5318198,82.38608,Ambré
2008-03-27,2008,56,1.3,-10.7,-4.7,12,3.7,620.3,14,18.2565933,933.8,1.96,489,1.1,41.3,9.3,104.0891036,1.57,67,20.56,55.9,218.96,158.64,30.71,253.31,133.37,17.09,255,118.03,29.39,228.75,150.67,53.62,255,114.93,46.17,246.92,132.54,54.24,254.2,144.05,41.79,241.39,145.08,67.99,226.32,135.1335359,64.04847332,Ambré
2008-03-28,2008,57,-1.3,-10.4,-5.9,9.1,1.3,620.3,14,18.2565933,708.1,2.22,414,0.93,40.1,8.1,104.0016387,1.69,67,17.61,62.15,248.08,181.65,81.99,255,182.36,42.4,255,156.62,70.58,255,175.07,75.38,255,163.5,75.86,255,174.28,79.49,253.58,122.3,28.65,255,150.73,71.42,248.04,125.5021257,40.33736279,Ambré
2008-03-29,2008,58,-0.9,-14.1,-7.5,13.2,0.4,620.3,14,18.2565933,1027.2,2.35,395,0.89,42.03,10.03,104.0256514,1.56,67,27.04,40.71,181.35,46.01,16.73,167.51,67.34,53.78,212.21,59.74,53.13,168.41,77.55,55.9,153.81,46.57,61.64,161.4,36.97,49.03,211.95,58.65,47.3,193.99,103.3,40.39,215.37,103.7811634,37.35330353,Foncé
2008-03-30,2008,59,2.2,-9.9,-3.9,12.1,0,620.3,14,18.2565933,941.6,2.28,303,0.68,40.75,8.75,104.2500416,1.66,68,23.74,33.93,145.54,58.18,64.99,178.69,79.83,34.88,172.42,81.39,60.25,135.49,22.62,26.95,138.68,59.64,29.98,128.48,50.43,30.05,175.39,62.89,69.23,177.38,67.96,21.35,148.97,25.23770622,37.23694214,Foncé
2008-03-31,2008,60,3.1,-5.4,-1.2,8.5,6.3,620.3,14,18.2565933,661.5,1.88,208,0.47,38.97,6.97,104.2452727,1.67,68,13.78,33.02,143.53,29.19,72.12,104.53,67.24,33.07,127.13,42.95,29.08,150.25,37.39,32.82,164.82,34.21,74.24,111.09,58.05,30.24,159.93,85.99,41.42,103.86,71.18,68.72,108.57,31.77587065,61.22484413,Foncé
2008-04-01,2008,61,5.6,-0.1,2.8,5.7,20.4,620.3,14,18.2565933,4435.6,1.13,1262,2.84,41.44,9.44,103.850655,2.07,66,57.21,29.75,118.8,57.36,67.63,96.44,37.02,45.23,75.8,87.66,28.93,129.46,66.53,16.35,141.48,86.93,26.84,105.73,30.62,82.38,104.53,16.64,53.66,147.44,17.13,75.37,147.16,44.53000175,23.11608164,Foncé
2008-04-02,2008,62,2.5,-5.7,-1.6,8.2,0,620.3,14,18.2565933,638.1,2.28,255,0.57,39.92,7.92,104.2181088,1.6,68,16.1,41.61,194.82,104.55,31.94,198.81,53.54,26.11,223.77,47.03,2.07,183.76,67.96,46.23,182.25,66.32,30.01,205.5,98.57,28.69,211.31,71.09,35.74,215.73,62.98,34.78,212.94,58.70307712,16.0541191,Foncé
2008-04-03,2008,63,4.3,-8,-1.9,12.3,0,620.3,14,18.2565933,9571.6,2.19,3632,8.17,39.97,7.97,103.6749207,4.48,65,242.45,39.34,181,66.63,25.55,194.24,35.13,29.82,152.38,77.19,3.36,158.8,32.37,56.37,204.87,76.28,56.26,151.74,81.66,51.56,188.47,34.72,18,145.9,84.88,61.93,151.79,40.76187501,33.44752381,Foncé
2008-04-04,2008,64,5.7,-4.6,0.6,10.3,7.1,620.3,14,18.2565933,8015.3,1.98,2144,4.82,42.86,10.86,104.0879625,3.96,67,178.26,27.62,79.35,27.59,51.21,76.91,26.98,79.64,82.33,76.94,75.14,125.89,67.81,63.47,127.56,51.18,56.94,108,64.95,43.32,60.15,87.38,72.67,129.74,76.72,39.47,66.68,73.61610046,45.1498002,Foncé
2008-04-05,2008,65,3.6,0.4,2,3.2,4.8,620.3,14,18.2565933,249,1.9,106,0.24,44.69,12.69,103.8797841,1.66,66,5.4,43.76,194.86,100.21,3.07,229.27,110.98,37.76,237.61,80.65,31.22,203.02,55.8,12.52,198.99,111.08,40.99,231.1,95.13,12.25,188.5,101.03,40.28,210.14,68.51,5.31,209.01,104.3821258,7.13807394,Foncé
2008-04-06,2008,66,5.3,-0.4,2.5,5.7,0,620.3,14,18.2565933,4435.6,2.19,2044,4.6,37.31,5.31,103.6130681,2.06,65,112.2,47.18,222.07,53.92,72.59,248.87,100.8,2.63,198.41,125.19,45.3,216.95,55.68,0,202.47,0,0,195.19,0,0,198.39,0,0,254.22,0,0,213.84,0,0,Foncé
2008-04-07,2008,67,6.8,0.8,3.8,6,0,620.3,14,18.2565933,466.9,2.08,131,0.29,43.93,11.93,103.6088156,1.53,65,11.24,28.6,66.99,29.6,48.85,106.73,81.87,13.11,135.33,49.59,25.62,76.71,72.67,25.24,101.11,43.05,24.26,120.98,74.05,12.38,126.19,69.69,22.15,108.26,26.27,62.11,96.11,67.90307542,76.01629743,Foncé
2008-04-08,2008,68,8.7,-0.3,4.2,9,0,620.3,14,18.2565933,7003.6,2.18,2543,5.72,42.46,10.46,103.8258832,3.26,66,173.66,36.85,176.38,44.03,59.4,190.53,79.93,55.25,159.36,89.67,3.68,186.49,32.35,65.83,172.99,34.3,11.66,138.97,73.14,50.57,137.68,71.33,67.26,169.86,63.73,16,132.86,95.44753059,9.038618845,Foncé
2008-04-09,2008,69,10.9,-0.6,5.2,11.5,0,620.3,14,18.2565933,8949.1,2.24,4038,9.09,34.68,2.68,104.0456284,5.39,67,225.24,45.6,237.93,49.68,49.63,178.29,95.67,43.77,190.01,104.48,62.12,228.48,102.08,47.29,172.37,103.27,6.65,214.14,85.31,60.02,241.45,109.48,65.57,225.27,112.83,3.31,232.56,100.2645489,43.63545198,Foncé
2008-04-10,2008,70,7.5,1.9,4.7,5.6,0,620.3,14,18.2565933,435.8,2.21,133,0.3,38.06,6.06,104.2622302,1.7,68,10.66,30.71,149.09,19.52,75.9,87.38,47.05,10.03,133.04,68.01,23.54,117.99,19.27,20.32,109.14,86.08,48.55,99.72,15.94,10.71,153.14,22.56,82.12,117.05,73,74.68,150.28,39.14009339,59.6285208,Foncé
2008-04-11,2008,71,6,0.5,3.3,5.5,1.1,620.3,14,18.2565933,428,2.22,191,0.43,38.51,6.51,103.8853029,1.69,66,10.82,44.71,218.12,57.83,21.38,173.54,95.83,59.69,183.07,69.4,55.85,190.82,64.8,18.88,201.95,87.38,40.03,197.2,104.62,60,207.54,63.63,1.06,181.89,81.99,53.69,183.67,60.03227306,36.5573163,Foncé
2008-04-12,2008,72,1.7,-0.2,0.8,1.9,12.7,620.3,14,18.2565933,147.9,1.61,69,0.16,41.56,9.56,103.839989,1.64,66,2.71,46.55,221.79,126.12,55.6,188.14,98.38,10.76,207.76,110,3.19,216.93,111.42,17.12,177.71,108.25,9.41,213.56,108.18,63.86,206.86,91.75,26.11,188.56,71.37,45.18,205.54,101.3484296,25.55435936,Foncé
2008-04-13,2008,73,4.6,-2,1.3,6.6,0.7,620.3,14,18.2565933,5136,2.22,1180,2.66,38.56,6.56,103.6053996,2.84,65,132.13,22.82,44.37,28.23,22.2,71.45,45.17,79.56,49.34,72.32,73.55,44.65,44.64,68.49,88.79,19.02,76.18,24.21,81.89,92.96,26.89,15.72,22.49,90.66,51.48,70.25,54.45,44.38161024,55.00475081,Très Foncé
2008-04-14,2008,74,8.3,-2.2,3.1,10.5,0,620.3,14,18.2565933,8170.9,2.29,3346,7.53,39.03,7.03,104.2480233,3.86,68,206.83,40.49,190.05,51.45,52.64,147.2,100.06,16.39,174.24,40.39,32.13,207.19,56.59,42.75,217.2,100.67,32,156.54,91.59,66.24,197.73,89.97,57.73,169.93,74.62,43.96,201.16,63.17252356,71.6069319,Foncé
2008-04-15,2008,75,7.5,-4.8,1.4,12.3,0,620.3,14,18.2565933,9571.6,2.24,4004,9.01,42.74,10.74,104.0694988,4.17,67,240.71,41.18,199.39,89.49,24.01,181.86,83.53,19.38,221.66,74.13,7.63,201.62,62.97,6.68,197.29,45.31,11.82,222.01,80.2,48.47,160.39,92.24,27.16,169.8,44.4,22.96,208.76,36.88637796,58.67436413,Foncé
2008-04-16,2008,76,12.6,-3.3,4.7,15.9,0,620.3,14,18.2565933,12373.1,2.11,6785,15.27,37.48,5.48,104.0633584,5.17,67,292.66,53.74,222.48,128.04,60.56,250.46,93.4,11.2,230.43,149.8,64.69,234.77,99.79,2.07,223.82,139.71,25.52,255,107.06,33.51,236.85,80.92,10.65,214.48,88.36,54.32,231.53,126.4086536,65.59381988,Ambré
2008-04-17,2008,77,19.1,-1.3,8.9,20.4,0,620.3,14,18.2565933,15874.9,2.16,5298,11.92,40,8,104.2026037,7.69,68,378.41,32.56,113.4,21.64,9.16,113.52,83.54,22.4,165.09,91.14,27.41,124.64,68.22,37.44,137.24,69.59,24.46,140.59,18.69,70.45,141.96,32.63,79.67,131.7,89.27,31.44,117.52,35.72833434,20.91087278,Foncé
2008-04-18,2008,78,12.1,2.8,7.5,9.3,0,620.3,14,18.2565933,723.7,2.37,273,0.61,43.79,11.79,104.2118711,1.64,68,19,36.64,165.34,82.22,40.44,141.49,91.83,41.4,134.25,32.31,13.85,128.59,84.65,53.63,162.07,36.34,42.58,186.22,76.46,4.77,131.31,27.56,66.33,160.24,47.39,37.57,178.08,71.48999544,59.42213036,Foncé
2008-04-19,2008,79,7.6,2.6,5.1,5,0,620.3,14,18.2565933,389.1,2.24,175,0.39,35.46,3.46,104.0355832,1.63,67,9.79,43.49,228.52,116.89,57.91,226.17,114.67,39.97,229.14,72.73,39.93,218.1,87.03,60.45,187.67,76.35,47.67,230.02,78.15,36.78,221.72,81.86,36.9,211.27,70.89,26.23,200.08,96.12397937,11.99243391,Foncé
2008-04-20,2008,80,11.6,2.6,7.1,9,0,620.3,14,18.2565933,700.4,2.12,205,0.46,41.34,9.34,104.0322795,1.53,67,16.65,28.17,67.92,44.49,71.87,79.92,71.09,82.88,112.22,83.96,39.12,115.34,20.22,11.79,103.54,52.24,61.95,131.12,29.07,23.53,124.19,19,40.86,109.12,70.55,50.39,130.34,50.35522578,64.21119887,Foncé
2008-04-21,2008,81,12,3.2,7.6,8.8,0,620.3,14,18.2565933,684.8,2.27,235,0.53,40.59,8.59,104.0729288,1.69,67,17.45,32.88,127.15,89.97,37.43,129.46,61.23,6.74,159.46,84.58,11.58,156,41.4,69.91,164.44,85.34,30.39,158.47,46.39,77.24,159.54,77.52,47.52,104.25,76.63,9.76,105.41,54.6379858,30.22763325,Foncé
2008-04-22,2008,82,14.5,4.1,9.3,10.4,0,620.3,14,18.2565933,809.3,2.25,226,0.51,36.77,4.77,104.2504739,1.52,68,20.17,26.63,113.86,35.3,66.89,114.49,68.97,59.29,74.86,73.59,38.22,65.09,72.72,69.32,71.41,69.5,35.77,74.24,76.71,40.86,83.9,51.06,87.48,75.98,76.94,48.78,99.27,72.20432531,72.56124134,Foncé
2008-04-23,2008,83,14.2,2.4,8.3,11.8,0.6,620.3,14,18.2565933,918.3,2.15,418,0.94,42.43,10.43,104.2722856,1.69,68,21.86,43.22,191.82,59.23,62.56,191.21,46.49,65.84,224.87,81.46,39.84,170.07,44.47,49.36,178.39,111.88,28.41,206.15,109.12,46.03,218.56,78.82,65.08,191.28,76.53,8.95,232.11,69.06275455,36.39179909,Foncé
2008-04-24,2008,84,17.1,1.5,9.3,15.6,0,620.3,14,18.2565933,1214,2.21,570,1.28,43.38,11.38,104.0410218,1.7,67,30.05,44.37,192.66,71.75,50.05,239.54,95.64,25.44,167.51,99.14,38.5,219.03,104.3,53.02,189.95,105.96,32.33,177.33,79.46,49.38,205.7,48.45,52.2,184.07,62.13,5.72,216.81,105.4352279,35.30568876,Foncé
2008-04-25,2008,85,12.2,1.9,7.1,10.3,0,620.3,14,18.2565933,801.5,2.29,246,0.55,36.12,4.12,104.0286539,1.58,67,20.62,28.87,122.79,80.94,65.27,139.69,73.89,51.88,84.24,37.25,53.63,121.25,36.66,84.44,92.25,39.02,12.92,136.13,21.46,26.31,71.73,88.21,79.97,116.23,50.33,74.44,120.31,70.62918079,73.55661994,Foncé
2008-04-26,2008,86,14.7,3.9,9.3,10.8,0,620.3,14,18.2565933,840.4,2.1,275,0.62,40.29,8.29,104.285183,1.64,68,19.49,30.64,154.01,58.79,52.15,139.95,20.99,7.3,149.67,59.85,57.54,156.66,27.55,12.98,141.18,85.57,9.23,104.05,45.09,26.48,156.81,79.61,53.25,123.06,87.78,54.77,106.51,52.78574331,32.98340636,Foncé
2008-04-27,2008,87,12.8,5.8,9.3,7,0.4,620.3,14,18.2565933,544.7,2.18,267,0.6,40.05,8.05,104.0630786,1.65,67,13.34,45.68,237.66,59.74,13.49,222.03,50.16,15.13,181.48,116.85,45.39,208.47,111.94,26.26,215.02,91.94,9.93,186.5,65.22,22.41,219.2,114.09,40.22,220.1,77.89,44.89,177.59,86.51935956,54.21703373,Foncé
2008-04-28,2008,88,12.4,5.5,9,6.9,23.3,620.3,14,18.2565933,536.9,1.12,241,0.54,37.56,5.56,104.0063944,1.68,67,6.73,41.63,168.33,90.24,72.92,168.76,50.9,42.7,176.1,95.57,30.69,180.84,107.83,5.9,218.34,58.64,69.99,213.6,85.51,0,165.18,0,0,180.47,0,0,210.51,0,0,Foncé
2008-04-29,2008,89,7.6,0.4,4,7.2,32,620.3,14,18.2565933,560.3,0.72,275,0.62,39.37,7.37,103.8528263,1.7,66,4.6,45.31,200.24,84.85,49.99,201.44,78.46,24.43,232.9,57.83,23.86,224.25,97.43,8.61,211.39,76.3,33.25,196.3,108.99,54.89,245.24,60.27,7.52,230.25,84.09,32.66,226.56,112.4522043,58.43137473,Foncé
2008-04-30,2008,90,7.2,-0.3,3.5,7.5,0,620.3,14,18.2565933,5836.4,2.17,2421,5.45,41.19,9.19,104.2772248,2.58,68,139.94,38.11,204.02,55.35,4.35,160.24,95.61,25.68,200.16,97.09,70.45,168.95,76.42,69.85,169.71,93.7,3.93,143.95,58,4.45,143.25,77.18,38.86,143.28,95.53,62.52,144.55,65.86749269,59.75158376,Foncé
2009-02-01,2009,1,-9.5,-23.8,-16.7,14.3,2.4,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-02,2009,2,-3.1,-14.9,-9,11.8,1.2,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-03,2009,3,-8.8,-19.2,-14,10.4,0.4,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-04,2009,4,-9.6,-17.4,-13.5,7.8,0,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-05,2009,5,-12.1,-20.6,-16.4,8.5,0,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-06,2009,6,-10.5,-20.7,-15.6,10.2,1.2,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-07,2009,7,0.4,-19.9,-9.8,20.3,4.1,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-08,2009,8,1.8,-17.5,-7.9,19.3,3.2,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-09,2009,9,-9.5,-21,-15.3,11.5,0.9,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-10,2009,10,-5.4,-19.9,-12.7,14.5,0.6,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-11,2009,11,0.5,-6,-2.8,6.5,0.6,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-12,2009,12,0.7,-10.8,-5.1,11.5,8.7,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-13,2009,13,-6.8,-16.5,-11.7,9.7,0,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-14,2009,14,-3.8,-12.4,-8.1,8.6,0,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-15,2009,15,-4.9,-9.3,-7.1,4.4,0,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-16,2009,16,-2.8,-10.8,-6.8,8,0,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-17,2009,17,-1.4,-12.7,-7.1,11.3,0.5,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-18,2009,18,-2,-13.1,-7.6,11.1,1.1,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-19,2009,19,-2.3,-4.7,-3.5,2.4,7,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-20,2009,20,-4.7,-10.9,-7.8,6.2,2.7,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-21,2009,21,-5.6,-10.4,-8,4.8,0,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-22,2009,22,-2.8,-9.9,-6.4,7.1,2.2,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-23,2009,23,-1.5,-5.3,-3.4,3.8,7.5,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-24,2009,24,-3.6,-12.7,-8.2,9.1,0,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-25,2009,25,-3.9,-15.5,-9.7,11.6,0,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-26,2009,26,-1.1,-9.5,-5.3,8.4,0.8,539.7,19,22.59317393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-27,2009,27,7.7,-7.3,0.2,15,14.4,539.7,19,22.59317393,10994.2,1.84,3576,8.05,42.3,10.3,103.805226,5.13,66,230.39,38.85,150.94,55.52,50.32,162.33,34.62,29.28,153.35,67.07,64.29,184.57,76.68,26.55,180.41,102.51,65.1,205.37,102.16,43,150.94,34.03,56.47,197.99,70.06,20.85,160.67,82.96339973,12.15552562,Foncé
2009-02-28,2009,28,-7.2,-18.1,-12.7,10.9,0.4,539.7,19,22.59317393,798.9,2.61,282,0.63,37.77,5.77,103.8680545,1.69,66,23.72,42,209.23,100.3,14.23,206.18,63.55,60.84,154.97,110.38,36.28,157.28,101.54,45.4,216.03,65.88,44.41,194.89,42.76,0,170.18,0,0,158.19,0,0,214.31,0,0,Foncé
2009-03-01,2009,29,-6.2,-20.3,-13.3,14.1,1.6,539.7,19,22.59317393,1033.5,2.54,388,0.87,37.28,5.28,103.6752845,1.64,65,30.34,44.51,169.7,84.01,60.18,217.76,111.05,1.71,174.05,71.99,42.47,170.1,48.59,51.07,220.91,57.41,41.8,170.51,95.93,22.06,192.5,103.31,16.16,232.48,100.5,63.21,184.8,106.1136044,9.395490076,Foncé
2009-03-02,2009,30,-8.4,-13.6,-11,5.2,1.9,539.7,19,22.59317393,381.1,2.58,198,0.45,37.87,5.87,103.8383019,1.62,66,11.19,61.37,232.74,139.65,34.81,255,141.65,22.97,255,174.74,51.09,234.95,143.72,28.8,227.02,183.34,75.88,234.21,120.84,83.58,242.49,156.38,23.65,235.08,183.89,34.57,255,136.8894142,51.10306277,Ambré
2009-03-03,2009,31,-6,-16.6,-11.3,10.6,0,539.7,19,22.59317393,776.9,2.47,373,0.84,43.33,11.33,104.0729224,1.61,67,21.49,56.5,255,157.25,59.27,230.94,110.97,36.82,213.87,123.27,69.44,232.18,154.73,28.58,255,91.6,35.02,222.21,162.52,9.24,224.21,115.07,33.02,225.05,103.67,57.18,255,97.53852167,73.70986386,Ambré
2009-03-04,2009,32,-6.7,-18.9,-12.8,12.2,0,539.7,19,22.59317393,894.2,2.65,366,0.82,37.85,5.85,103.8897111,1.52,66,26.97,47.99,216.08,60.13,38.74,213.2,76.01,37.53,248.58,109.19,55.99,217.44,120.18,10.1,241.5,57.13,63.07,233.3,78.43,0,245.55,0,0,186.35,0,0,200.22,0,0,Foncé
