Population,PIB par capita ($ US),IMC (Indice Masse Corporelle),%-immunisation Hépatite B,Polio immunisation (%),Diphthérie et tétanos (%-immunisation),Rougeole (cas par 1000 habitants),VIH/Sida (cas par 1000 habitants),"Prévalence malnutrition (1-19 ans, %)","Prévalence malnutrition (5-9 ans, %)",Facteur de revenu,Nombre d'années d'études,Espérance de vie (années)
83684,1253.657431,31.7,89,89,89,48,3.2,5.7,5.6,0.436,5.3,69
822934,1214.77118,31.3,88,89,89,143,3.3,5.7,5.6,0.427,5,62
8942,147.586896,3.9,25,88,88,24,3.5,5.8,5.7,0.416,4.5,59.8
79628,965.6693779,3.6,,72,72,49,3.7,5.8,5.7,0.405,4.3,59.1
783254,94.7297489,3.2,,71,71,298,3.9,5.9,5.8,0.396,4,58.6
77752,864.184726,29.8,,64,64,71,4,6,5.9,0.388,3.7,58.1
758615,819.974118,29.4,,68,68,37,4.2,6.1,5.9,0.378,3.5,58
746221,792.15412,29,,62,62,50,4.3,6.2,6,0.372,3.3,57.9
732711,781.2322196,28.6,,49,53,79,4.3,6.3,6.1,0.363,2.9,57.7
717584,768.176767,28.2,,46,46,183,4.1,6.4,6.1,0.361,2.9,57.4
,722.75665,58.4,96,96,96,0,0.1,2.7,2.6,0.721,12.7,
1528394,6468.471648,58.9,81,87,85,0,0.3,3.3,3.2,0.718,13.2,73.9
145844,6268.692122,57.9,89,9,91,0,0.3,3.3,3.2,0.712,13.2,73.6
1281296,627.55544,56.8,8,82,83,0,0.3,3.3,3.2,0.709,13.2,73.4
115495,5968.876767,55.8,74,85,85,0,0.4,3.3,3.2,0.706,13.1,72.1
12795,5759.643,54.7,8,84,84,2,0.7,3.3,3.2,0.703,13,73.1
9897985,5451.6696,53.6,83,85,88,0,0.9,3.3,3.3,0.697,12.9,72.7
9767758,4952.67753,52.6,8,85,82,0,1.2,3.4,3.3,0.695,12.9,73.6
954353,4647.31359,5.4,81,86,85,0,1.6,3.4,3.4,0.685,12.7,72.9
9237566,3681.5993,48.2,87,86,87,0,2,3.5,3.4,0.668,12.6,69.7
912998,2421.9662,47.2,82,66,79,0,2.1,3.6,3.5,0.666,12.5,69.3
896776,2372.628827,46.1,79,65,79,0,2.3,3.6,3.5,0.665,12.4,73
8832285,38.46578,45.1,63,74,82,0,2.4,3.7,3.6,0.66,12.3,71.4
8697126,2862.154836,44.1,66,71,72,113,2.5,3.8,3.6,0.656,12.3,71.2
8562622,282.4242,43.1,68,71,78,253,2.5,3.8,3.7,0.651,12.2,72
16144368,625.62224,54.2,78,84,78,0,0.1,1.2,1.1,0.739,14,76.2
15661547,674.9829,52.8,87,87,87,0,0.1,1.3,1.1,0.725,13.4,76
15419666,572.14313,52.1,88,85,87,72,0.1,1.3,1.2,0.717,13.3,75.5
15177355,5223.351763,51.4,88,85,88,257,0.1,1.3,1.2,0.71,13.2,75.3
14691275,4255.56571,5,91,91,94,0,0.1,1.3,1.2,0.702,13.1,75.1
1425453,359.71886,48.6,94,95,96,0,0.2,1.4,1.3,0.696,12.9,74.7
1396748,335.786541,47.9,96,92,96,0,0.3,1.4,1.3,0.693,12.8,74.4
13735233,321.942547,47.2,92,89,92,0,0.3,1.4,1.3,0.688,12.8,74.2
1359647,278.557892,46.5,88,9,88,0,0.3,1.5,1.3,0.682,12.7,74.4
1328961,244.46898,45.8,82,97,87,0,0.3,1.5,1.4,0.679,12.6,74.4
13726,2183.966796,45.1,75,88,88,0,0.3,1.5,1.4,0.675,12.5,73.6
12852755,193.741571,44.3,69,9,89,2,0.3,1.6,1.5,0.67,12.4,73.4
12628596,1451.29776,43.6,36,83,87,0,0.3,1.6,1.5,0.668,12.4,72.8
,,6.2,94,94,94,1314,0.1,2.8,2.8,0.686,13.1,78
,,56.2,97,97,97,608,0.1,3,3,0.659,12,69.9
,,55.5,97,97,97,668,0.1,3.1,3,0.651,11.9,69.8
,,54.8,98,98,98,1684,0.1,3.1,3.1,0.644,11.7,69.7
,,54.2,98,98,98,953,0.1,3.2,3.1,0.636,11.5,69.5
,,53.5,98,98,98,77,0.1,3.2,3.2,0.629,11.4,69.4
,,52.9,97,97,97,80,0.1,3.3,3.2,0.623,11.2,69
,,52.3,98,98,98,164,0.1,3.3,3.3,0.621,11.3,68.6
,,51.2,99,99,99,2150,0.1,3.5,3.4,0.612,11.1,68.6
,,5.7,98,98,98,2633,0.1,3.6,3.5,0.606,11,68.8
6312478,4127.11775,56.1,91,92,91,0,0.2,1.6,1.5,0.678,13.2,73.5
6281189,3988.771871,55.4,93,93,94,0,0.2,1.6,1.6,0.676,13.2,73.3
625777,3895.664491,54.7,92,92,92,0,0.2,1.6,1.6,0.675,13.2,73
6221246,3827.786267,54.1,92,93,92,0,0.3,1.6,1.6,0.67,13.2,73
619256,3736.58713,53.4,89,9,89,0,0.3,1.7,1.6,0.666,13,72
6164626,3474.392445,52.8,89,89,89,0,0.3,1.7,1.6,0.662,12.9,72
6137276,3366.482133,52.1,91,91,91,0,0.3,1.7,1.6,0.662,12.8,71.4
61131,357.347674,51.4,98,98,98,0,0.3,1.8,1.7,0.659,13.4,71.7
683475,334.83817,5.8,99,99,99,0,0.3,1.8,1.7,0.657,12.9,71.2
656478,362.951768,5.1,96,96,96,0,0.2,1.8,1.7,0.651,12.9,75
628961,2835.281237,49.4,89,89,89,0,0.2,1.9,1.8,0.644,12.7,71
6775,2632.79942,48.6,9,9,9,0,0.3,1.9,1.8,0.636,12.4,70
5971535,2519.737387,47.8,94,93,94,0,0.3,2,1.9,0.628,12,69.9
59433,248.4125,47,81,81,81,0,0.4,2,1.9,0.621,11.8,73
595962,2338.772244,46.2,75,94,92,2,0.4,2.1,2,0.615,11.6,68.9
5867626,2238.4116,45.3,99,98,99,0,0.4,2.1,2,0.607,11.3,69
1175389,1347.31257,24.5,16,17,16,1250,4.2,8.4,8.3,0.582,9.2,58.2
183746,2246.9938,23.5,,3,3,321,5.7,8.6,8.6,0.586,9.2,57.4
138593,21557.6528,23,,3,24,1190,8.2,8.7,8.7,0.583,9.2,56.7
99429,21451.88617,22.6,,39,41,0,7.7,8.9,8.8,0.58,9.2,56.2
95114,17136.44568,22.1,,59,44,0,7.2,9,9,0.589,9.2,56.1
99111,1653.2937,21.7,,57,43,78,7.3,9.2,9.2,0.59,9.1,55.7
868418,22742.38159,21.3,,55,42,436,6.3,9.3,9.3,0.592,9.1,55.4
829327,15761.83913,2.9,,54,41,5,5.9,9.5,9.5,0.587,9,55
792217,12732.2759,2.5,,52,4,0,5.3,9.7,9.6,0.569,9,54.8
757317,185.63334,2.2,,5,39,0,4.9,9.8,9.8,0.563,8.7,54.4
724817,685.34897,19.8,,48,38,38,4.4,1,1,0.553,8.5,54.1
694611,3577.176197,19.5,,46,37,18,3.6,1.2,1.1,0.554,8.4,53.8
66647,2711.17114,19.1,,44,36,24,2.9,1.4,1.3,0.542,8.2,53.5
639762,2283.87939,18.7,,43,35,1339,2.3,1.6,1.4,0.527,8,53.1
614323,172.68491,18.3,,41,34,0,1.9,1.7,1.6,0,0,52.7
,,18,94,94,94,127,0.4,8.5,8.3,0.416,5,64.4
,,17,94,94,94,194,0.6,8.7,8.6,0.41,5,63.6
447469,582.775532,16.5,96,96,96,48,0.7,8.8,8.7,0.405,5,62.9
43984,482.14994,16,9,9,9,51,0.9,8.9,8.8,0.404,5.1,62.1
4232636,326.825642,15.1,94,94,94,0,1.1,9.1,9.1,0.406,5.2,67
4153332,317.3294336,14.7,91,91,91,55,1.3,9.2,9.2,0.405,5.3,62
466648,297.828588,14.3,94,94,94,128,1.4,9.3,9.3,0.405,5.3,59.7
39697,276.75896,13.9,96,96,96,19,1.6,9.4,9.5,0,5.4,59.4
3738265,232.7945459,13.3,91,95,93,376,1.9,9.7,9.7,0,4.7,58.8
3614639,21.7687981,13.1,86,92,9,460,1.9,9.9,9.9,0,4.4,58.5
3497124,215.139213,12.8,,89,86,204,2,1,1,0,4.3,58.1
339281,28.1969487,12.6,,82,81,789,1.9,1.2,1.1,0,3.9,45.3
131547,1774.9291,59.9,91,93,93,4,0.1,1.9,1.9,0.863,16.5,77.6
1317997,1929.7746,59,93,94,94,2,0.1,1.9,1.9,0.856,16.5,76.9
1322696,17421.8922,58.5,94,94,94,4,0.1,1.9,1.9,0.85,16.5,76.3
1331475,14638.6482,57.6,94,94,94,0,0.1,1.9,2,0.833,16.2,75.6
1334515,14726.31828,57.1,95,95,95,0,0.1,2,2,0.836,16.1,74.9
13379,1894.5485,56.7,94,95,95,0,0.1,2,2.1,0.835,16.1,74.2
13468,16586.452,56.3,95,95,95,1,0.1,2,2.1,0.829,16.1,73
134681,12595.4165,55.9,95,95,95,27,0.1,2.1,2.2,0.822,16.1,73
1354775,1338.31322,55.5,95,96,96,2,0.1,2.1,2.2,0.812,15.9,72.8
136255,885.465115,55.2,9,95,94,0,0.1,2.2,2.3,0.805,15.7,72.3
13772,7174.237415,54.9,,95,94,0,0.1,2.2,2.3,0.798,15.6,71.9
137935,538.347781,54.6,,94,94,0,0.1,2.3,2.4,0.791,15.4,71.2
1388115,4498.95727,54.3,,94,94,0,0.1,2.4,2.5,0.781,15,78
1396985,47.32827,54,,93,93,9,0.1,2.5,2.5,0.764,14.4,78
9987333,645.4637627,17.6,77,75,77,17745,0.6,1.4,1.2,0.441,8.4,64.8
97366774,571.1622759,17.2,77,75,77,12739,0.6,1.5,1.3,0.435,8.4,64.2
94887724,52.1535887,16.8,72,7,72,5253,0.9,1.6,1.4,0.427,8.4,63.7
92444183,468.567249,16.4,69,7,69,4347,1.2,1.7,1.5,0.422,8.4,63.3
946756,354.8463544,16,65,7,65,3255,1.4,1.9,1.6,0.411,8.2,62.6
877267,341.39992,15.6,62,69,61,4235,1.7,11,1.7,0.401,8.1,61.8
85416253,379.7566385,15.3,56,65,58,1176,2,11.1,1.8,0.393,8.1,68
83184892,325.3825543,14.9,52,63,54,3511,2.4,11.2,1.9,0.378,7.6,59.8
8149,243.326822,14.5,47,61,5,1446,2.8,11.3,11,0.362,7.1,58.5
7672783,161.6266248,13.8,,56,44,357,3.7,11.5,11.2,0.325,5.8,56
7462445,135.7623858,13.5,,54,4,73,4.1,11.5,11.3,0.31,5.4,55
72545144,118.8734466,13.2,,55,37,228,4.4,11.6,11.5,0.306,5.2,54
7497192,111.3634356,12.9,,55,35,3332,4.6,11.7,11.6,0.298,4.9,53.2
68492257,12.1789279,12.6,,55,32,2366,4.9,11.8,11.7,0.283,4.3,52.5
66537331,123.876257,12.3,,55,3,1660,5,11.9,11.8,0,3.9,51.2
892149,4921.89629,62.7,99,99,99,0,0.1,4,3.7,0.734,15.3,69.9
879715,4763.68956,61.1,99,99,99,0,0.1,4,3.7,0.719,15,69.6
86786,4353.121392,59.5,99,99,99,0,0.1,4,3.7,0.709,14.7,69.2
85995,3651.966784,58.7,99,99,99,0,0.1,4,3.7,0.706,14.6,69.1
851967,3369.48247,58,99,99,99,1,0.1,4,3.7,0.704,14.5,68.9
84334,4177.657789,57.3,99,99,99,0,0.1,4,3.7,0.7,14.3,68.7
834812,478.82327,56.6,99,99,99,0,0.1,4.1,3.8,0.698,14.2,68.6
827411,3749.939813,55.9,99,98,98,136,0.1,4.1,3.8,0.695,14,68.5
821817,3658.63832,55.1,99,97,96,0,0.1,4.1,3.8,0.699,13.9,68.3
818354,3332.918533,54.2,99,96,95,37,0.1,4.2,3.9,0.691,13.4,68.1
816628,2835.973972,53.2,99,95,94,305,0.1,4.2,3.9,0.689,13.3,68
815691,2259.55796,52.2,99,94,93,304,0.1,4.2,3.9,0.687,13.3,67.9
814218,238.891729,51.2,98,92,91,17,0.1,4.3,4,0.683,13.2,67.8
811223,276.1338,5.2,98,91,9,0,0.1,4.3,4,0.681,13.1,67.7
5479531,4245.39744,62.1,,97,97,2,0.1,0.9,0.8,0.893,17,81.1
5461512,49914.61864,61.7,,98,98,0,0.1,0.9,0.8,0.89,17,89
5438972,49638.7713,61.4,,98,98,2,0.1,0.9,0.8,0.887,17,87
5413971,47415.55987,61,,99,99,0,0.1,0.9,0.8,0.884,17,84
5388272,579.72415,6.6,,99,99,27,0.1,0.9,0.8,0.878,16.9,83
5338871,4717.15571,59.8,,99,99,2,0.1,0.9,0.8,0.878,17,79.7
5313399,5341.31487,59.4,,97,99,5,0.1,0.9,0.8,0.876,17.1,79.6
528872,48288.5491,59,,97,99,0,0.1,0.9,0.8,0.873,17.2,79.3
5266268,4112.67651,58.6,,97,97,0,0.1,0.9,0.8,0.869,17.2,79.2
524696,38969.17163,58.1,,97,97,1,0.1,0.9,0.8,0.864,17.1,78.9
5228172,37636.11173,57.6,,96,98,0,0.1,0.9,0.8,0.869,18.3,78.7
521314,32816.1688,57.1,,96,98,0,0.1,0.9,0.8,0.866,18.1,78.4
51888,24913.24452,56.1,,95,98,1,0.1,0.9,0.8,0.856,17.7,78
6662468,36526.7711,62.5,86,98,98,157,0.1,0.7,0.6,0.894,16.3,82.4
66331957,42955.24287,62,83,98,98,267,0.1,0.6,0.6,0.89,16.2,82.2
6565979,4838.2444,61.1,78,99,99,0,0.1,0.6,0.6,0.885,16.1,81.5
6527512,473.34279,6.1,65,99,99,5048,0.1,0.6,0.6,0.879,16,81.3
647744,41631.13141,59.6,51,98,98,1541,0.1,0.6,0.6,0.879,16,81.1
6437499,45413.6571,59.1,47,98,98,604,0.1,0.6,0.6,0.877,16.1,89
6416229,416.58397,58.6,42,99,98,39,0.1,0.6,0.6,0.873,16.1,89
63621376,36544.5853,58,39,99,99,40,0.1,0.6,0.6,0.87,16.1,86
63179356,34879.72633,57.5,35,98,98,36,0.1,0.6,0.6,0.86,15.5,81
6274897,33874.74255,57,35,99,98,4448,0.1,0.6,0.6,0.857,15.5,82
62244884,29691.18158,56.4,28,96,97,0,0.1,0.6,0.6,0.852,15.4,79.3
6185267,24275.2426,55.8,29,97,97,5185,0.1,0.7,0.6,0.851,15.5,79.2
61357431,22527.31775,55.2,28,98,97,0,0.1,0.7,0.6,0.849,15.6,79
193175,7388.984144,36.3,8,79,8,27,2.7,6.1,5.9,0.694,12.6,66
1875713,9692.163874,35.8,7,68,7,33,2.8,6.1,6,0.687,12.6,65.5
1756817,9774.18117,34.6,82,8,82,2,4.9,6.3,6.2,0.669,12.5,63.5
169711,1716.2258,34.1,75,75,75,2,6,6.4,6.3,0.664,12.5,62.8
16421,8754.113376,33.5,67,68,67,1,7,6.5,6.4,0.66,12.5,62.3
1586754,763.66223,33,79,74,76,0,8,6.7,6.5,0.652,12.4,61.7
1489193,8352.81711,31.9,75,78,81,0,10,6.9,6.8,0.645,12.4,61.6
1444844,727.777345,31.4,52,44,45,90,10.7,7.1,6.9,0.646,12.4,61.4
143126,6741.293948,3.8,28,44,45,0,10.9,7.2,7.1,0.64,12.4,65
136425,5685.577736,3.3,,44,45,63,11.1,7.4,7.2,0.64,12.3,59.7
1328146,4892.11618,29.8,,44,45,0,11,7.5,7.4,0.638,12.3,59.7
129449,412.55271,29.2,,44,45,110,10.7,7.7,7.5,0.636,12.3,59.7
1262259,3976.14887,28.7,,44,45,5129,10.1,7.8,7.7,0.633,12.3,59.8
1231122,4116.46693,28.1,,44,45,15,9.5,8,7.8,0.637,12.2,61
,,26.7,96,97,96,1,1.7,7.5,7.3,0.449,8.9,68
,,26,97,96,97,0,1.6,7.6,7.5,0.445,8.9,66
,,25.4,98,98,98,0,1.4,7.8,7.7,0.44,8.8,62
,,24.8,96,95,96,0,1.8,8,7.9,0.441,8.7,59.8
,,24.1,97,97,97,2,2.1,8.2,8.1,0.439,8.8,59.3
,,23.5,97,97,98,0,2.7,8.4,8.3,0.434,8.9,59
,,22.8,98,96,96,0,3,8.6,8.5,0.426,8.6,58.7
,,22.2,97,94,95,0,3.1,8.8,8.7,0.42,8.4,58.5
,,21.5,95,94,95,0,3,9,8.9,0.415,8.1,58.2
,,2.3,95,88,87,0,2.9,9.4,9.3,0.404,7.6,57.3
,,19.7,94,87,87,119,2.7,9.6,9.6,0.395,7.3,57
,,19.1,92,86,87,32,2.5,9.8,9.8,0.392,7,56.6
,,18.5,91,85,87,99,2.3,1,1,0.384,6.8,56.3
,,18,91,84,8,336,2,1.2,1.2,0.377,6.5,55.9
3727,4429.6575,55.3,91,91,91,3188,0.1,2.7,2.8,0.759,13.5,74.5
3776,4274.376857,54.4,96,94,93,7872,0.1,2.7,2.8,0.755,13.5,74.5
3825,4142.869175,53.6,92,93,92,31,0.1,2.6,2.8,0.749,13.4,74.2
3875,3725.63221,52.8,89,88,94,64,0.1,2.6,2.8,0.742,13.3,73.9
3978,276.588512,51.3,54,93,88,23,0.1,2.6,2.8,0.734,12.8,73.2
43,3174.9491,5.5,89,9,92,56,0.1,2.6,2.8,0.735,13.1,73.9
482,2492.12878,49.9,94,88,98,44,0.1,2.7,2.9,0.722,12.5,74.4
4136,1872.68416,49.2,84,89,88,334,0.1,2.7,2.9,0.714,12.6,73.9
4245,127.367228,48.1,64,66,78,6847,0.1,2.8,3,0.694,12,72.3
431,928.18227,47.5,48,74,75,216,0.1,2.9,3,0.684,11.8,72.7
4357,779.3845935,47,51,89,84,199,0.1,2.9,3,0.677,11.8,71.7
43864,733.974142,46.5,61,83,87,35,0.1,3,3.1,0.673,11.7,73
81686611,41176.88158,62.3,88,94,95,2464,0.1,1.1,1.1,0.924,17.1,81
89825,4792.65288,61.9,88,94,95,443,0.1,1.1,1.1,0.92,17,89
864565,4653.91143,61.4,88,94,95,1771,0.1,1.1,1.1,0.919,16.9,86
8425823,4465.24891,6.9,88,94,95,166,0.1,1.1,1.1,0.916,16.9,86
8274983,4681.32796,6.4,88,94,95,1607,0.1,1.1,1.1,0.912,16.8,85
8177693,41785.55691,59.9,88,94,95,780,0.1,1.1,1.1,0.907,16.7,81
819237,41732.7725,59.5,88,95,96,574,0.1,1.1,1.1,0.906,16.7,80
821197,45699.19832,59,87,95,96,917,0.1,1.1,1.1,0.903,16.6,79.9
82266372,41814.8191,58.5,86,95,96,567,0.1,1.1,1.1,0.898,16.6,79.8
82376451,36447.87232,58,87,94,96,2307,0.1,1.1,1.1,0.892,16.5,79.6
82469422,34696.6292,57.6,9,95,96,778,0.1,1.1,1.1,0.884,16.4,79.2
8251626,34165.9343,57.1,88,96,96,121,0.1,1.1,1.1,0.877,16.4,79.1
82534176,3359.95215,56.6,9,96,97,779,0.1,1.1,1.1,0.872,16.3,78.5
82488495,2525.16445,56.1,87,97,93,4657,0.1,1.2,1.1,0.867,16.3,78.4
82349925,23687.31689,55.6,86,96,93,6024,0.1,1.2,1.1,0.86,16.2,78.3
8221158,23718.7467,55.1,84,94,9,0,0.1,1.2,1.2,0.855,16.2,78
27582821,1361.11395,28.6,88,88,88,23,0.7,6.2,6.1,0.575,11.4,62.4
26962563,1432.227943,28,98,93,98,124,0.8,6.4,6.3,0.576,11.7,62.1
26346251,1814.492297,27.3,9,91,9,319,0.9,6.6,6.4,0.57,11.5,61.9
2573349,1629.8222,26.7,92,91,92,1613,0.9,6.7,6.6,0.563,11.2,61.6
25121796,1574.978653,26.1,91,91,91,120,1.3,6.9,6.8,0.554,10.9,61.2
2451214,1312.67557,25.5,94,94,94,641,1.9,7.1,7,0.547,10.5,69
2393831,186.76538,24.9,94,94,94,101,2.1,7.3,7.2,0.542,10.4,66
2329864,1224.41554,24.2,93,92,93,82,2.2,7.5,7.4,0.53,9.8,63
227212,19.686718,23.6,94,94,94,6,2.6,7.7,7.6,0.519,9.1,59.9
22113425,922.9351677,23,84,84,84,420,2.9,7.9,7.9,0.51,8.7,59.4
215429,498.172394,22.4,84,85,84,435,3.1,8.1,8.1,0.499,8.1,58.9
2986536,423.1936389,21.8,8,81,8,60,3.2,8.4,8.3,0.491,7.7,58.3
2446782,373.2815537,21.2,8,8,8,1939,3.4,8.6,8.5,0.489,7.9,57.9
19924522,39.484473,2.7,8,8,78,12289,3.5,8.8,8.8,0.484,7.6,57.6
182883,187.78991,66.5,96,99,99,1,0.1,0.8,0.7,0.865,17.2,81
1892413,21673.7817,66,96,99,99,1,0.1,0.8,0.7,0.862,17.2,88
1965211,21874.8195,65.4,98,99,99,3,0.1,0.8,0.7,0.86,17.1,86
114511,22242.68193,64.9,98,99,99,3,0.1,0.8,0.7,0.858,16.8,84
11121341,26917.75898,63.7,95,99,99,149,0.1,0.8,0.7,0.859,16.4,83
111717,2971.973,63.1,95,99,99,2,0.1,0.8,0.7,0.857,16.2,80
1177841,31997.2821,62.4,95,99,99,1,0.1,0.8,0.7,0.853,15.9,79.9
1148473,28827.32636,61.8,95,99,99,2,0.1,0.8,0.7,0.855,16.4,79.4
112362,2481.15781,61.2,94,98,98,0,0.1,0.8,0.7,0.85,16.3,79.7
1987314,22551.73574,6.5,93,96,96,122,0.1,0.8,0.7,0.839,15.6,79.3
1955141,21955.149,59.9,92,95,95,1,0.1,0.8,0.8,0.83,15.3,79.2
19287,18477.57841,59.2,92,93,94,0,0.1,0.8,0.8,0.823,15.2,79.1
19222,1411.31339,58.6,91,92,92,5,0.1,0.8,0.8,0.811,14.6,79
1862132,12538.17883,58,9,9,91,12,0.1,0.9,0.8,0.801,14.2,78.7
18588,1242.95373,57.4,89,89,89,56,0.1,0.9,0.8,0.794,13.9,78.2
,9212.192824,48.4,92,99,92,0,0.1,3.8,3.8,0.751,15.8,73.6
,8569.776998,47.4,97,81,97,0,0.1,3.8,3.8,0.749,15.8,73.5
,7955.615985,46.5,97,98,97,0,0.1,3.8,3.8,0.746,15.8,73.3
,7583.1872,45.6,97,98,97,0,0.1,3.8,3.8,0.744,15.8,73.1
,741.48438,44.7,94,95,95,0,0.1,3.8,3.8,0.741,15.8,72.9
,7365.666659,43.9,97,94,97,0,0.1,3.8,3.8,0,15.8,72.6
,7395.88125,43.1,99,99,99,0,0.1,3.8,3.8,0,15.6,72.4
,7946.944346,42.4,99,99,99,0,0.1,3.8,3.9,0,15.4,72.1
,7322.596862,41.8,96,96,96,0,0.1,3.9,3.9,0,15.3,71.9
,6764.722867,41.1,91,91,91,0,0.1,3.9,3.9,0,15.1,71.7
,5836.17763,39.9,83,84,83,0,0.1,4,4,0,14.8,73
,5773.73577,39.4,97,98,97,0,0.1,4,4.1,0,14.6,71.1
,5292.232379,38.8,98,98,98,0,0.1,4.1,4.1,0,14.4,79
,5117.589923,37.7,,97,97,0,0.1,4.3,4.2,0,14.1,74
16252429,3923.573344,5.6,74,9,74,0,0.4,1.2,1.2,0.637,10.7,71.9
15596214,3452.828934,49.3,85,84,85,0,0.4,1.2,1.2,0.611,10.7,71.4
1527156,3299.65139,48.6,96,94,96,0,0.4,1.2,1.2,0.616,10.6,71.3
14948919,3187.845296,47.9,88,88,88,0,0.4,1.2,1.2,0.609,10.5,71.1
1463417,2825.5247,47.2,94,94,94,0,0.4,1.3,1.3,0.602,10.5,77
1431628,2635.753474,46.5,92,92,92,0,0.4,1.3,1.3,0.596,10.4,76
146366,2794.22189,45.9,95,96,95,0,0.4,1.3,1.3,0.589,10.4,79
137286,2489.955836,45.2,85,85,85,0,0.4,1.3,1.3,0.578,10.1,75
133978,2256.56724,44.5,89,9,89,0,0.4,1.4,1.4,0.57,9.8,69.7
139628,277.83438,43.8,87,87,87,0,0.4,1.4,1.4,0.567,9.6,69.2
12796925,1872.73783,43.1,,88,87,0,0.4,1.4,1.4,0.564,9.3,69.6
125478,1753.349471,42.4,,84,84,0,0.4,1.4,1.4,0.56,9,69.4
1228848,171.771491,41.7,,82,82,0,0.3,1.5,1.5,0.553,8.8,69.3
11924946,1568.376276,41.1,,78,77,0,0.3,1.5,1.5,0.546,8.5,68.4
1165743,1655.596261,4.4,,8,81,0,0.2,1.6,1.6,0.539,8.2,67.7
118559,561.997387,22.7,51,42,51,175,0.5,7.5,7.4,0.412,8.6,58.1
11536615,54.169324,22.2,63,63,63,53,1,7.7,7.6,0.406,8.5,58.8
11281469,52.3485646,21.7,62,63,62,6,1.9,7.8,7.8,0.396,8.5,58.4
113517,459.2912,21.2,63,63,63,11,2,8,8,0.385,8.4,58.1
179417,438.7513346,2.8,64,62,64,45,2.2,8.2,8.2,0.38,8.3,57.8
1556524,436.6895539,2.3,57,6,57,264,2.3,8.4,8.4,0.376,8.1,57.3
196727,49.456775,19.4,57,46,63,3,2.4,8.9,8.8,0.364,7.6,56.4
9881428,296.68382,19,,53,57,4,2.6,9.1,9.1,0.356,7.1,55.6
9679745,33.424498,18.5,,59,59,99,2.7,9.3,9.3,0.346,6.6,54.7
949229,386.3288283,18.1,,65,6,10,2.8,9.5,9.5,0.325,5.1,54
939848,37.1931781,17.7,,61,57,2497,2.9,9.7,9.7,0.338,5.9,53.3
9137345,322.811171,17.3,,56,53,2151,3,9.9,9.9,0.329,5.5,52.9
8971139,315.83983,16.9,,52,5,7408,3,1.1,1.1,0.322,5.1,52.5
888546,34.516918,16.6,,47,46,11294,3,1.3,1.3,0.316,4.8,52.5
177526,596.8717189,26.3,87,87,87,153,3.2,7.1,7,0.421,9.2,58.9
1725744,642.6256154,25.6,87,87,87,1,3.4,7.3,7.1,0.419,9.2,58.4
1681495,61.566347,25,87,87,87,0,4.5,7.5,7.3,0.415,9.1,58.1
1596154,692.69989,23.7,86,85,86,0,5.7,7.8,7.7,0.41,9,57.1
155588,543.957418,23.1,83,82,83,26,5.9,8,7.9,0.405,8.9,56.7
1517448,544.222779,22.5,8,78,8,0,6,8.3,8.1,0.401,8.9,56.3
148841,583.5445622,21.9,,77,77,12,6,8.5,8.4,0.398,8.8,55.6
1445958,481.694976,21.3,,76,74,1,5.7,8.7,8.6,0.394,8.8,55
1412669,418.94454,2.7,,74,71,0,5.6,8.9,8.8,0.388,8.3,54.4
138838,424.9534585,2.1,,73,68,0,5.4,9.2,9,0,8,53.9
135345,393.3138244,19.6,,69,64,3526,5,9.4,9.3,0,7.7,53.5
132122,36.5718585,19,,65,6,1158,4.6,9.6,9.5,0,7.4,53
1293523,321.481324,18.5,,61,57,298,4.1,9.8,9.7,0,7.1,52.8
1267512,39.486749,17.9,,56,53,126,3.6,1,1,0,6.7,52.5
1243229,297.7519443,17.4,,52,49,0,3.1,1.2,1.2,0,6.4,52.1
768514,4136.689919,46.7,95,92,95,0,0.3,5.5,5.3,0.638,10.3,66.2
763393,43.82321,45.9,98,97,98,0,0.3,5.5,5.3,0.636,10.3,66
75881,3944.178173,45,98,98,98,0,0.3,5.5,5.3,0.633,10.3,65.9
75391,3785.935665,44.1,97,97,97,0,0.3,5.6,5.3,0.63,10.6,65.8
7491,3439.597513,43.2,93,93,93,0,0.4,5.6,5.3,0.624,10.3,65.6
746556,326.281212,42.4,95,95,95,0,0.4,5.6,5.3,0.618,10.2,65.9
745693,2716.35256,41.6,98,97,98,0,0.3,5.6,5.4,0.618,10.5,66.1
746314,2576.124957,4.9,93,93,93,0,0.8,5.6,5.4,0.618,10.7,66.3
747869,2327.58324,4.3,94,94,94,0,1.9,5.7,5.5,0.62,11.2,65.7
74961,1945.6395,39.6,93,92,93,0,1.1,5.7,5.5,0.622,11.7,65.2
75946,198.455216,39,93,93,93,0,1.8,5.7,5.5,0.619,11.4,65
751652,145.58861,38.4,91,91,91,0,1.9,5.8,5.6,0.613,11.2,65.1
751857,986.7958173,37.8,9,91,9,0,2.1,5.8,5.6,0.611,11.1,65.3
751884,96.8674827,37.1,91,93,91,0,2.3,5.9,5.7,0.609,11,65.3
75331,946.599372,35.7,,79,88,0,1.1,5.9,5.8,0.602,10.9,65.4
171161,814.5463952,49.9,6,56,6,0,0.5,3.9,3.9,0.49,9.1,63.5
1572466,83.1148117,48.8,48,55,48,0,0.5,3.9,3.9,0.487,9.1,63.1
1431776,81.265673,47.7,68,67,68,0,0.5,3.9,3.9,0.483,9.1,62.7
