ID,Âge,Statut Marital,Revenus,Enfants,Adolescents,Date,Temps depuis dernier achat,Vins ($/2sem),Fruits ($/2sem),Viandes ($/2sem),Poisson ($/2sem),Sucreries ($/2sem),Joaillerie ($/2sem),Achats avec rabais,Achats web,Achats catalogues,Achats en magasin,Nombre de visite sites web (par mois)
10681,50,Marié,62466,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4
10232,57,Divorcé,48799,0,1,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3
4184,70,Conjoint de fait,52157,0,1,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4
9120,58,Célibataire,66565,0,1,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8
891,69,Conjoint de fait,29298,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5
10381,41,Célibataire,47691,0,1,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6
3525,50,Conjoint de fait,38200,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7
6818,46,Marié,44989,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6
3526,52,Marié,38443,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7
8181,42,Célibataire,38593,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8
1029,50,Conjoint de fait,64413,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5
7369,39,Marié,36959,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8
2574,43,Marié,61996,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5
8159,52,Marié,51287,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7
1160,50,Marié,13260,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8
10242,54,Conjoint de fait,47472,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5
5253,64,Conjoint de fait,54603,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7
5966,46,Marié,45207,1,1,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6
5314,69,Conjoint de fait,40689,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8
5081,53,Conjoint de fait,47821,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8
5123,69,Marié,27450,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7
5756,37,Conjoint de fait,39453,1,0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6
8036,49,Conjoint de fait,26850,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4
9058,65,Veuf,79800,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3
5057,59,Marié,61794,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2
254,65,Conjoint de fait,53863,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7
4179,61,Conjoint de fait,24221,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4
3710,36,Célibataire,39684,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7
7627,45,Marié,92163,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2
4501,55,Célibataire,69882,0,0,2013-11-10,94,292,127,635,132,127,165,1,3,7,9,1
6424,43,Conjoint de fait,33178,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4
3075,48,Marié,59973,0,0,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1
4992,45,Conjoint de fait,17459,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7
5252,51,Divorcé,23910,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7
7444,51,Marié,42169,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8
6919,42,Marié,26224,1,0,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6
3537,39,Conjoint de fait,31089,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8
10277,59,Célibataire,30081,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7
2453,60,Conjoint de fait,62807,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5
7972,65,Célibataire,72906,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1
895,72,Marié,61467,0,2,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5
1177,54,Conjoint de fait,49618,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7
7141,34,Célibataire,21888,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10
7232,47,Veuf,42429,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5
8477,64,Divorcé,26150,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7
2457,45,Marié,30801,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7
988,55,Marié,81168,0,0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3
7930,51,Célibataire,26877,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6
4587,76,Veuf,45006,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3
6682,47,Marié,18978,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8
6222,53,Marié,22574,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7
10299,51,Célibataire,48240,0,0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5
3083,46,Marié,45837,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7
8953,55,Célibataire,35791,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8
1503,44,Conjoint de fait,162397,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1
8650,42,Veuf,54162,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4
10862,60,Marié,30522,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2
2782,59,Marié,54456,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6
6941,49,Célibataire,31632,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7
10972,71,Veuf,72298,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1
10708,42,Célibataire,36975,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7
6583,65,Marié,72635,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3
3641,44,Marié,13624,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6
10156,45,Célibataire,84196,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3
4299,60,Conjoint de fait,70971,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7
3469,43,Divorcé,34487,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9
5063,43,Célibataire,28769,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9
10727,50,Marié,69084,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8
9624,62,Conjoint de fait,65488,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1
5156,50,Marié,62466,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4
4376,60,Célibataire,32218,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7
8923,47,Célibataire,83917,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3
8461,58,Divorcé,46102,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7
6945,68,Célibataire,84574,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5
944,58,Marié,56181,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4
1907,70,Divorcé,63120,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7
701,49,Marié,73691,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2
3856,60,Conjoint de fait,63381,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2
4149,72,Conjoint de fait,76140,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2
2131,61,Divorcé,62859,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6
2942,56,Célibataire,45906,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5
1173,73,Conjoint de fait,77632,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2
4381,49,Marié,46463,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6
4611,50,Conjoint de fait,105471,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3
3376,50,Divorcé,55282,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4
4679,43,Marié,78710,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4
10928,62,Conjoint de fait,66886,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5
4248,60,Célibataire,98777,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1
6728,35,Conjoint de fait,29103,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9
6661,46,Marié,67445,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6
4725,70,Conjoint de fait,50616,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2
3277,65,Divorcé,49431,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8
5555,45,Divorcé,153924,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0
2564,67,Conjoint de fait,61278,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6
946,62,Conjoint de fait,26490,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6
3867,73,Conjoint de fait,73059,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4
6940,54,Célibataire,46734,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6
55,57,Conjoint de fait,56253,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6
7093,35,Marié,19986,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7
5084,45,Veuf,58330,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4
1777,40,Marié,25965,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8
8162,64,Conjoint de fait,14661,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6
10826,61,Marié,18690,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8
8754,46,Conjoint de fait,45068,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7
1987,33,Célibataire,21063,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6
11007,52,Marié,29187,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8
7426,49,Marié,54690,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3
9153,56,Marié,59304,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5
10379,58,Célibataire,59247,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6
9204,50,Veuf,66731,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3
3197,40,Marié,77353,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4
2920,45,Célibataire,52614,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8
6961,46,Marié,26751,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8
4673,57,Marié,81300,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5
9937,41,Célibataire,70337,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1
8779,35,Marié,36145,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9
9596,40,Célibataire,65295,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2
2891,57,Divorcé,68118,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6
4910,53,Divorcé,68743,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7
75,38,Conjoint de fait,41039,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8
10120,65,Conjoint de fait,38946,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5
6327,53,Conjoint de fait,65777,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1
10142,44,Divorcé,66476,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4
9826,48,Célibataire,86857,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2
1501,38,Marié,160803,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0
10767,31,Conjoint de fait,77845,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1
7279,51,Conjoint de fait,69476,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2
7230,60,Divorcé,50611,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6
143,50,Célibataire,61209,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2
450,62,Conjoint de fait,42315,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3
9316,68,Conjoint de fait,13084,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6
6379,71,Veuf,47570,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7
9239,59,Marié,61923,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3
8315,25,Célibataire,34824,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6
2868,71,Célibataire,26518,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8
10888,59,Célibataire,45938,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6
1277,60,Conjoint de fait,78468,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4
9977,47,Divorcé,78901,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4
10196,42,Marié,71427,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4
6384,42,Divorcé,71022,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8
8029,32,Célibataire,90247,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1
968,52,Divorcé,41335,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7
6988,34,Marié,71952,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4
4472,50,Divorcé,35682,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2
6991,69,Divorcé,43185,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8
3336,72,Conjoint de fait,66375,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7
4301,49,Marié,35178,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7
1940,34,Marié,25252,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8
1272,55,Célibataire,55250,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5
1388,45,Célibataire,33249,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6
1044,67,Conjoint de fait,58398,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4
6969,38,Conjoint de fait,50272,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7
10479,45,Marié,76618,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1
3619,60,Divorcé,87305,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2
1715,42,Conjoint de fait,25851,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7
10159,50,Divorcé,58710,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6
1463,62,Célibataire,45160,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7
5114,55,Marié,74806,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4
4990,66,Marié,59111,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7
4329,36,Marié,18988,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7
10936,55,Marié,72190,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3
4692,44,Marié,7500,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9
7212,54,Marié,44794,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6
6086,65,Marié,80395,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2
437,44,Divorcé,75012,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1
11171,55,Marié,56962,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7
11101,29,Conjoint de fait,89891,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4
5329,71,Divorcé,35946,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5
610,67,Conjoint de fait,53593,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8
9384,42,Marié,66373,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3
5956,72,Divorcé,45072,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8
10430,47,Divorcé,89694,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5
7875,71,Marié,72025,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2
7072,47,Marié,67432,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4
6255,68,Conjoint de fait,70545,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2
6516,31,Marié,17487,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7
5564,51,Conjoint de fait,62882,0,1,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4
5682,67,Célibataire,64108,0,1,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5
7458,64,Conjoint de fait,34941,1,1,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8
5237,70,Célibataire,48767,1,2,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5
7761,42,Conjoint de fait,38702,1,0,2013-08-01,71,13,11,24,13,8,40,2,3,0,4,6
5278,56,Marié,82224,0,0,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3
3560,68,Conjoint de fait,83844,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1
7235,45,Marié,17003,1,0,2013-12-09,37,2,5,12,4,8,7,3,2,0,4,5
10548,25,Célibataire,71163,0,0,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,1
2281,50,Célibataire,33697,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7
4073,66,Marié,63564,0,0,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6
6974,48,Conjoint de fait,83443,0,0,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2
7938,62,Conjoint de fait,51518,0,1,2013-10-03,92,350,8,66,17,4,4,2,3,2,10,3
7094,45,Veuf,58330,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4
3667,51,Marié,80952,0,0,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8
7723,41,Conjoint de fait,75507,0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3
3870,42,Conjoint de fait,63855,0,0,2013-02-09,28,359,35,314,93,116,89,1,7,3,13,4
4012,48,Conjoint de fait,62220,0,1,2012-08-11,55,799,12,375,16,12,12,5,7,6,5,6
5909,56,Marié,58512,0,1,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8
10470,41,Marié,40662,1,0,2013-03-15,0,40,2,23,0,4,23,2,2,1,3,4
6488,61,Marié,38829,0,1,2014-04-06,86,76,0,7,0,0,16,1,3,2,2,5
10270,39,Marié,35523,1,0,2013-10-03,8,11,5,22,12,5,11,2,3,0,3,7
6887,53,Célibataire,79146,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6
6406,32,Marié,78285,0,0,2013-10-28,13,647,107,391,175,67,40,1,6,4,10,3
7573,42,Célibataire,31626,1,0,2013-05-10,12,39,1,9,2,1,34,1,2,1,2,7
4508,68,Célibataire,75127,0,0,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1
221,65,Marié,48726,0,1,2013-04-27,90,138,3,38,4,0,59,3,3,2,4,6
5331,43,Marié,74985,0,0,2012-09-11,8,587,51,898,247,0,86,1,3,6,7,2
1911,33,Conjoint de fait,67430,0,0,2012-09-05,6,595,97,291,127,133,121,1,11,5,12,6
20,55,Marié,46891,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4
8786,64,Marié,62058,0,1,2013-05-26,52,301,7,74,10,0,58,4,6,1,7,6
10582,41,Marié,72063,0,1,2013-07-03,3,180,32,348,76,32,90,2,5,2,12,2
1915,69,Marié,78939,0,0,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3
8897,55,Célibataire,42720,1,1,2013-04-24,9,392,5,91,28,26,112,8,7,3,7,8
2371,48,Marié,33622,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7
4303,63,Conjoint de fait,6835,0,1,2012-12-08,76,107,2,12,2,2,12,0,0,0,1,20
6825,67,Conjoint de fait,41452,1,1,2013-03-06,86,13,0,3,0,0,0,1,1,0,2,7
1072,55,Célibataire,40760,0,1,2013-08-30,64,70,0,17,0,0,6,2,2,1,3,6
4964,62,Conjoint de fait,74250,0,0,2014-01-26,90,680,11,392,75,0,0,1,2,11,4,1
2461,65,Célibataire,51124,1,1,2013-12-18,79,26,1,11,0,1,4,2,1,0,3,3
10736,49,Célibataire,72258,0,1,2013-09-12,28,522,0,522,227,120,134,2,6,9,5,2
3194,46,Célibataire,71466,0,0,2014-04-05,86,412,12,546,78,182,0,1,4,4,10,1
10839,44,Conjoint de fait,36283,1,1,2014-04-14,42,6,5,5,8,0,5,2,1,0,3,4
49,50,Célibataire,20587,1,0,2014-05-11,39,2,3,6,4,1,9,1,1,1,2,7
4290,48,Marié,30467,1,0,2014-03-19,8,1,3,8,2,5,5,1,1,0,2,7
10219,48,Conjoint de fait,31590,1,0,2013-06-18,40,6,2,15,6,6,3,1,1,0,3,8
4211,34,Marié,20425,1,0,2012-10-29,5,4,12,5,3,16,17,2,2,0,3,7
1135,60,Conjoint de fait,17144,1,1,2014-02-15,96,18,2,19,0,2,6,5,3,0,4,7
6299,52,Divorcé,42564,0,1,2013-01-02,28,324,48,186,39,18,198,6,6,8,4,7
10846,42,Marié,43783,1,0,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7
347,44,Divorcé,40780,0,1,2012-09-08,30,229,27,71,13,3,34,4,7,1,5,9
6543,75,Conjoint de fait,62847,0,0,2013-01-15,45,521,168,706,80,76,61,1,3,6,4,2
10446,63,Marié,82017,0,0,2012-11-07,58,184,23,446,30,23,23,1,5,4,7,2
3479,70,Célibataire,16813,0,0,2013-07-19,49,4,8,11,12,2,13,1,2,0,3,7
11075,42,Marié,51267,1,1,2013-10-29,37,183,2,64,7,2,12,4,3,3,5,4
4442,59,Célibataire,46524,0,1,2013-04-05,70,31,19,35,26,14,52,2,1,1,5,3
199,58,Célibataire,45183,0,0,2013-01-20,33,219,3,60,12,9,12,1,4,1,7,7
6722,66,Marié,70421,0,1,2014-06-28,98,479,28,136,75,14,35,3,10,3,7,6
796,55,Divorcé,60161,0,1,2012-10-23,17,584,44,212,46,8,177,3,11,4,8,8
3749,47,Conjoint de fait,73926,0,0,2013-03-02,54,627,91,597,159,91,15,1,6,5,12,3
8523,52,Marié,19329,1,0,2013-12-14,39,24,1,16,12,2,5,3,4,0,3,8
310,50,Marié,61872,0,1,2013-12-13,81,330,5,159,36,27,16,4,4,4,9,4
8629,64,Veuf,46984,1,1,2013-03-26,71,19,1,10,2,1,8,1,1,0,3,5
236,69,Marié,34838,1,1,2013-01-19,62,28,23,29,29,14,47,3,2,1,4,6
9930,76,Célibataire,82716,0,0,2013-11-05,8,606,148,228,15,148,22,1,6,8,13,2
3483,62,Marié,48192,0,0,2013-04-06,76,1039,43,204,153,58,29,3,2,8,12,8
4599,44,Marié,49681,0,2,2013-11-04,66,411,0,26,0,0,21,6,7,1,7,7
7326,49,Marié,56850,0,1,2014-03-23,83,34,1,19,2,7,0,1,1,1,3,2
7352,63,Marié,55267,0,1,2013-10-21,28,161,28,136,32,3,45,4,3,4,6,3
2350,48,Marié,59666,1,1,2013-03-22,87,623,53,178,23,17,133,7,3,2,8,8
9145,48,Célibataire,72504,0,1,2013-04-06,43,604,26,470,123,161,94,2,5,9,6,2
2964,39,Marié,26872,0,0,2013-10-16,0,3,10,8,3,16,32,1,1,1,2,6
5585,48,Célibataire,21359,1,0,2013-04-20,1,12,2,17,6,1,10,2,2,0,3,8
9687,45,Célibataire,73170,0,0,2014-05-31,1,184,174,256,50,30,32,1,5,4,6,2
3732,65,Marié,52750,0,1,2013-02-04,72,393,0,239,90,69,69,6,5,7,9,4
6303,34,Conjoint de fait,91820,0,0,2013-11-23,72,410,73,747,76,161,30,0,5,5,12,1
11176,50,Conjoint de fait,65968,0,1,2014-05-12,12,376,9,83,19,4,4,2,5,4,7,3
2986,44,Marié,30772,1,1,2014-03-12,89,7,2,4,2,1,4,1,1,0,2,6
7462,66,Célibataire,22507,0,0,2012-11-24,67,68,0,226,51,157,68,3,10,2,4,9
3900,48,Marié,65685,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5
7034,42,Marié,25804,1,0,2013-09-01,34,8,7,9,13,6,12,2,2,0,3,8
9493,40,Célibataire,76412,0,0,2013-05-05,15,840,53,804,23,71,17,1,5,4,8,3
1143,48,Marié,22063,1,0,2013-08-08,43,7,10,13,3,11,11,2,2,0,3,7
1,59,Célibataire,57091,0,0,2014-06-15,0,464,5,64,7,0,37,1,7,3,7,5
3855,57,Marié,22419,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8
5536,61,Conjoint de fait,87771,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6
5989,61,Divorcé,78353,0,1,2013-04-16,51,752,122,476,39,153,34,1,10,2,11,8
9499,66,Marié,93404,1,2,2013-05-07,97,1279,15,287,20,0,15,3,3,4,7,5
6768,58,Divorcé,37859,1,2,2013-01-12,75,22,1,8,2,1,2,2,1,0,3,8
2150,62,Veuf,80995,0,1,2013-05-11,83,860,28,409,73,56,56,1,8,9,4,4
6646,36,Conjoint de fait,16529,1,0,2014-03-01,23,3,0,5,13,0,1,1,1,0,3,6
4887,44,Divorcé,55412,1,1,2013-11-22,65,10,5,28,11,1,8,1,2,0,3,5
8560,28,Célibataire,48789,0,0,2012-09-10,94,351,16,156,7,5,145,1,6,4,7,6
3321,53,Conjoint de fait,56575,0,2,2013-05-05,42,421,5,90,0,16,10,3,7,3,7,5
11003,40,Conjoint de fait,25130,1,0,2013-10-02,10,2,5,7,0,18,18,2,2,0,3,7
10402,53,Marié,35441,1,1,2013-02-14,94,25,1,9,2,1,1,2,1,0,3,8
9904,64,Marié,71391,0,1,2013-03-29,50,336,123,274,46,123,141,5,6,5,12,3
6141,48,Célibataire,49494,1,0,2013-04-25,46,191,9,97,0,6,82,2,6,1,5,7
5687,40,Divorcé,81702,0,0,2012-09-23,98,563,50,774,28,31,187,1,7,7,12,3
10856,40,Célibataire,45889,0,1,2013-07-02,42,31,0,6,0,1,8,1,1,0,3,6
5121,43,Célibataire,56628,0,1,2014-03-21,30,479,5,82,7,17,171,2,7,6,5,5
4186,70,Conjoint de fait,34026,1,1,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5
368,46,Marié,40049,0,1,2012-11-29,61,91,65,52,10,44,28,3,3,2,6,5
3312,32,Célibataire,34176,1,0,2014-05-12,12,5,7,24,19,14,20,4,3,0,4,6
11121,39,Marié,19419,1,0,2012-11-10,76,2,14,28,16,3,7,4,4,0,3,9
5332,60,Marié,82504,0,0,2013-07-27,2,362,50,431,134,35,54,1,3,6,7,1
